// 06.21.2018 22:38
//( AOA          6.2000E+04    9.4000E+04    1.2500E+05    1.8800E+05    2.5000E+05    3.7500E+05    5.0000E+05    7.5000E+05    1.0000E+06    1.5000E+06    2.0000E+06    3.0000E+06    4.0000E+06    6.0000E+06    8.0000E+06    1.2000E+07    1.6000E+07    2.0000E+07    2.4000E+07    3.2000E+07    )
( -2.5000E+01    2.6420E-01    2.5990E-01    2.5840E-01    2.5480E-01    1.9480E-01    3.7900E-02    1.9820E-01    1.5390E-01    1.5420E-01    1.5310E-01    1.5270E-01    1.4950E-01    1.4860E-01    1.4540E-01    1.4160E-01    1.3960E-01    1.3610E-01    1.3480E-01    1.3330E-01    1.3310E-01    )
( -2.4000E+01    2.5750E-01    2.5240E-01    2.5010E-01    2.4580E-01    1.9470E-01    4.4100E-02    1.7590E-01    1.4710E-01    1.4490E-01    1.4520E-01    1.4450E-01    1.4180E-01    1.3950E-01    1.3640E-01    1.3230E-01    1.3010E-01    1.2930E-01    1.2640E-01    1.2570E-01    1.2470E-01    )
( -2.3000E+01    2.4690E-01    2.4445E-01    2.4180E-01    2.3720E-01    1.9460E-01    5.0300E-02    1.5360E-01    1.3840E-01    1.3660E-01    1.3695E-01    1.3620E-01    1.3360E-01    1.3040E-01    1.2740E-01    1.2310E-01    1.2120E-01    1.1800E-01    1.1780E-01    1.1710E-01    1.1630E-01    )
( -2.2000E+01    2.3880E-01    2.3650E-01    2.3400E-01    2.2980E-01    1.9450E-01    5.6500E-02    1.4110E-01    1.2850E-01    1.2830E-01    1.2870E-01    1.2790E-01    1.2430E-01    1.2290E-01    1.1830E-01    1.1520E-01    1.1000E-01    1.0890E-01    1.0850E-01    1.0800E-01    1.0790E-01    )
( -2.1000E+01    2.3130E-01    2.2800E-01    2.2620E-01    2.2240E-01    1.9440E-01    6.2700E-02    1.2990E-01    1.1890E-01    1.2040E-01    1.1970E-01    1.1940E-01    1.1540E-01    1.1350E-01    1.1070E-01    1.0620E-01    1.0220E-01    9.9700E-02    9.9400E-02    9.9500E-02    9.9400E-02    )
( -2.0000E+01    2.2470E-01    2.1960E-01    2.1720E-01    2.1430E-01    1.9430E-01    6.8900E-02    1.2010E-01    1.0950E-01    1.1140E-01    1.1010E-01    1.1020E-01    1.0590E-01    1.0400E-01    1.0030E-01    9.8500E-02    9.3600E-02    9.2500E-02    9.1600E-02    9.0500E-02    8.9000E-02    )
( -1.9000E+01    2.1780E-01    2.1170E-01    2.0990E-01    2.0673E-01    1.9420E-01    7.5100E-02    1.0980E-01    1.0230E-01    1.0240E-01    1.0110E-01    1.0050E-01    9.7600E-02    9.4700E-02    9.1200E-02    9.0100E-02    8.6700E-02    8.4400E-02    8.3800E-02    8.0900E-02    8.0500E-02    )
( -1.8000E+01    2.1380E-01    2.0660E-01    2.0273E-01    1.9917E-01    1.8240E-01    8.1300E-02    1.0010E-01    9.4850E-02    9.3500E-02    9.2900E-02    9.1700E-02    8.9300E-02    8.5600E-02    8.2700E-02    7.9800E-02    7.8500E-02    7.7600E-02    7.4600E-02    7.4200E-02    7.2500E-02    )
( -1.7000E+01    2.0080E-01    1.9760E-01    1.9557E-01    1.9160E-01    1.7100E-01    8.7500E-02    8.9800E-02    8.7400E-02    8.6100E-02    8.5600E-02    8.3500E-02    8.1400E-02    7.7500E-02    7.4200E-02    7.2300E-02    7.0300E-02    6.9900E-02    6.8500E-02    6.7200E-02    6.6600E-02    )
( -1.6000E+01    1.9210E-01    1.9040E-01    1.8840E-01    1.8290E-01    1.6690E-01    9.3700E-02    8.0200E-02    7.8900E-02    7.8400E-02    7.7700E-02    7.6000E-02    7.2700E-02    7.0400E-02    6.6200E-02    6.4900E-02    6.1800E-02    6.1100E-02    6.1400E-02    6.1100E-02    5.9900E-02    )
