AeroDyn airfoil file Created with QBlade v0.963 64bit on 26.04.2018 at 19:35:40 Compatible with AeroDyn v13.0.
Polar "T1_Re20.000_M0.00_N9.0" on Foil "NACA64618" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
25.00          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
-4.34          Angle of attack for zero Cn for linear Cn curve (deg)
6.74471        Cn slope for zero lift for linear Cn curve (1/rad)
0.7570         Cn at stall value for positive angle of attack for linear Cn curve
-0.9344        Cn at stall value for negative angle of attack for linear Cn curve
0.00           Angle of attack for minimum CD (deg)
0.0040         Minimum CD value
    -25.00   -1.5197    0.0860
    -24.00   -1.5672    0.0678
    -23.00   -1.5851    0.0545
    -22.00   -1.5738    0.0452
    -21.00   -1.5568    0.0370
    -20.00   -1.5082    0.0301
    -19.00   -1.3886    0.0249
    -16.00   -1.1131    0.0146
    -15.00   -1.0601    0.0125
    -14.00   -1.0367    0.0107
    -13.00   -0.9567    0.0098
    -12.00   -0.8622    0.0090
    -11.00   -0.7598    0.0083
    -10.00   -0.6518    0.0078
     -9.00   -0.5413    0.0072
     -8.00   -0.4283    0.0068
     -7.00   -0.3126    0.0064
     -6.00   -0.1958    0.0060
     -5.00   -0.0781    0.0058
     -4.00    0.0411    0.0055
     -3.00    0.1601    0.0052
     -1.00    0.4002    0.0045
      0.00    0.5226    0.0040
      1.00    0.6414    0.0041
      2.00    0.7573    0.0043
      3.00    0.8628    0.0052
      4.00    0.9630    0.0063
      5.00    1.0648    0.0072
      6.00    1.1645    0.0081
      7.00    1.2621    0.0089
      8.00    1.3562    0.0097
      9.00    1.4315    0.0105
     10.00    1.4942    0.0115
     11.00    1.5531    0.0129
     12.00    1.6079    0.0148
     13.00    1.6573    0.0173
     14.00    1.7014    0.0206
     15.00    1.7462    0.0244
     16.00    1.7833    0.0292
     17.00    1.8176    0.0348
     19.00    1.8793    0.0477
     20.00    1.8966    0.0567
     21.00    1.9197    0.0655
     22.00    1.9378    0.0753
     23.00    1.9515    0.0860
     24.00    1.9628    0.0972
     25.00    1.9637    0.1100
     26.00    1.9625    0.1228
     27.00    1.9555    0.1361
     28.00    1.9398    0.1504
     29.00    1.9182    0.1651
     30.00    1.8875    0.1808
     31.00    1.8534    0.1967
     32.00    1.8102    0.2139
     33.00    1.7635    0.2314
     35.00    1.6371    0.2728
     36.00    1.5507    0.2994
     37.00    1.4821    0.3243
     38.00    1.4656    0.3367
